,match_no,team_1,team_2,batsmen,wicket_status,R,B,M,fours,sixes,SR,special_role,dismissal_mode,bowler_name,fielder,is_fielder_involved,match_date,day,month,year,Runs_in_Running,is_duck,player_aggression,scored_50,time_on_field,player_rating_performance
0,1,Mumbai Indians,Chennai Super Kings,ST Jayasuriya,c Hayden b Thushara,26.0,20.0,0.0,5.0,0.0,130.0,normal player,caught,Thushara,Hayden,1,2009-04-18,18.0,4.0,2009.0,6.0,0,medium,0,average,5
1,1,Mumbai Indians,Chennai Super Kings,SR Tendulkar,not out,59.0,49.0,0.0,7.0,0.0,120.4,captain,not out,no bowler,no fielder,0,2009-04-18,18.0,4.0,2009.0,31.0,0,medium,1,average,5
2,1,Mumbai Indians,Chennai Super Kings,S Dhawan,c Dhoni b Gony,22.0,21.0,0.0,2.0,0.0,104.76,normal player,caught,Gony,Dhoni,1,2009-04-18,18.0,4.0,2009.0,14.0,0,medium,0,average,5
3,1,Mumbai Indians,Chennai Super Kings,JP Duminy,c & b Gony,9.0,7.0,0.0,1.0,0.0,128.57,normal player,caught,Gony,Gony,1,2009-04-18,18.0,4.0,2009.0,5.0,0,medium,0,short,4
4,1,Mumbai Indians,Chennai Super Kings,DJ Bravo,c Hayden b Joginder Sharma,5.0,4.0,0.0,1.0,0.0,125.0,normal player,caught,Joginder Sharma,Hayden,1,2009-04-18,18.0,4.0,2009.0,1.0,0,medium,0,short,4
5,1,Mumbai Indians,Chennai Super Kings,AM Nayar,c Thushara b Oram,35.0,14.0,0.0,2.0,3.0,250.0,normal player,caught,Oram,Thushara,1,2009-04-18,18.0,4.0,2009.0,9.0,0,aggressive,0,short,7
6,1,Mumbai Indians,Chennai Super Kings,Harbhajan Singh,run out (Oram),4.0,2.0,0.0,1.0,0.0,200.0,normal player,run out,no bowler,no fielder,0,2009-04-18,18.0,4.0,2009.0,0.0,0,aggressive,0,short,7
7,1,Mumbai Indians,Chennai Super Kings,Z Khan,c Ashwin b Flintoff,2.0,3.0,0.0,0.0,0.0,66.66,normal player,caught,Flintoff,Ashwin,1,2009-04-18,18.0,4.0,2009.0,2.0,0,slow,0,short,1
8,1,Mumbai Indians,Chennai Super Kings,PR Shah,not out,0.0,0.0,0.0,0.0,0.0,0.0,wicket keeper,not out,no bowler,no fielder,0,2009-04-18,18.0,4.0,2009.0,0.0,0,slow,0,short,1
9,1,Mumbai Indians,Chennai Super Kings,PA Patel,c Tendulkar b Malinga,0.0,2.0,0.0,0.0,0.0,0.0,wicket keeper,caught,Malinga,Tendulkar,1,2009-04-18,18.0,4.0,2009.0,0.0,1,slow,0,short,1
10,1,Mumbai Indians,Chennai Super Kings,ML Hayden,c Khan b Jayasuriya,44.0,35.0,0.0,6.0,1.0,125.71,normal player,caught,Jayasuriya,Khan,1,2009-04-18,18.0,4.0,2009.0,14.0,0,medium,0,average,5
11,1,Mumbai Indians,Chennai Super Kings,SK Raina,c Raje b Bravo,8.0,9.0,0.0,1.0,0.0,88.88,normal player,caught,Bravo,Raje,1,2009-04-18,18.0,4.0,2009.0,4.0,0,slow,0,short,1
12,1,Mumbai Indians,Chennai Super Kings,A Flintoff,c & b Harbhajan Singh,24.0,23.0,0.0,2.0,1.0,104.34,normal player,caught,Harbhajan Singh,Harbhajan Singh,1,2009-04-18,18.0,4.0,2009.0,10.0,0,medium,0,average,5
13,1,Mumbai Indians,Chennai Super Kings,MS Dhoni,b Malinga,36.0,26.0,0.0,1.0,2.0,138.46,captain,bowled,Malinga,no fielder,0,2009-04-18,18.0,4.0,2009.0,20.0,0,medium,0,average,5
14,1,Mumbai Indians,Chennai Super Kings,JDP Oram,c †Shah b Jayasuriya,8.0,6.0,0.0,0.0,1.0,133.33,normal player,caught,Jayasuriya,†Shah,1,2009-04-18,18.0,4.0,2009.0,2.0,0,medium,0,short,4
15,1,Mumbai Indians,Chennai Super Kings,S Badrinath,c Bravo b Malinga,0.0,2.0,0.0,0.0,0.0,0.0,normal player,caught,Malinga,Bravo,1,2009-04-18,18.0,4.0,2009.0,0.0,1,slow,0,short,1
16,1,Mumbai Indians,Chennai Super Kings,Joginder Sharma,not out,16.0,15.0,0.0,0.0,1.0,106.66,normal player,not out,no bowler,no fielder,0,2009-04-18,18.0,4.0,2009.0,10.0,0,medium,0,short,4
17,1,Mumbai Indians,Chennai Super Kings,T Thushara,not out,1.0,2.0,0.0,0.0,0.0,50.0,normal player,not out,no bowler,no fielder,0,2009-04-18,18.0,4.0,2009.0,1.0,0,slow,0,short,1
18,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,JD Ryder,c †Rawat b Mascarenhas,0.0,2.0,0.0,0.0,0.0,0.0,normal player,caught,Mascarenhas,†Rawat,1,2009-04-18,18.0,4.0,2009.0,0.0,1,slow,0,short,1
19,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,RV Uthappa,c †Rawat b Mascarenhas,3.0,10.0,0.0,0.0,0.0,30.0,wicket keeper,caught,Mascarenhas,†Rawat,1,2009-04-18,18.0,4.0,2009.0,3.0,0,slow,0,short,1
20,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,LRPL Taylor,b Mascarenhas,0.0,1.0,0.0,0.0,0.0,0.0,normal player,bowled,Mascarenhas,no fielder,0,2009-04-18,18.0,4.0,2009.0,0.0,1,slow,0,short,1
21,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,KP Pietersen,c NK Patel b Henderson,32.0,30.0,0.0,4.0,0.0,106.66,captain,caught,Henderson,NK Patel,1,2009-04-18,18.0,4.0,2009.0,16.0,0,medium,0,average,5
22,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,R Dravid,c Warne b MM Patel,66.0,48.0,0.0,8.0,1.0,137.5,normal player,caught,MM Patel,Warne,1,2009-04-18,18.0,4.0,2009.0,28.0,0,medium,1,average,5
23,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,V Kohli,b Warne,3.0,8.0,0.0,0.0,0.0,37.5,normal player,bowled,Warne,no fielder,0,2009-04-18,18.0,4.0,2009.0,3.0,0,slow,0,short,1
24,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,B Akhil,b Warne,9.0,9.0,0.0,1.0,0.0,100.0,normal player,bowled,Warne,no fielder,0,2009-04-18,18.0,4.0,2009.0,5.0,0,medium,0,short,4
25,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,P Kumar,c & b MM Patel,8.0,10.0,0.0,0.0,1.0,80.0,normal player,caught,MM Patel,MM Patel,1,2009-04-18,18.0,4.0,2009.0,2.0,0,slow,0,short,1
26,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,R Vinay Kumar,not out,8.0,2.0,0.0,2.0,0.0,400.0,normal player,not out,no bowler,no fielder,0,2009-04-18,18.0,4.0,2009.0,0.0,0,aggressive,0,short,7
27,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,DW Steyn,not out,0.0,0.0,0.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2009-04-18,18.0,4.0,2009.0,0.0,0,slow,0,short,1
28,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,GC Smith,c Dravid b Kumar,2.0,11.0,0.0,0.0,0.0,18.18,normal player,caught,Kumar,Dravid,1,2009-04-18,18.0,4.0,2009.0,2.0,0,slow,0,short,1
29,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,SA Asnodkar,c Kohli b Kumar,0.0,2.0,0.0,0.0,0.0,0.0,normal player,caught,Kumar,Kohli,1,2009-04-18,18.0,4.0,2009.0,0.0,1,slow,0,short,1
30,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,NK Patel,c Kumble b Ryder,4.0,16.0,0.0,0.0,0.0,25.0,normal player,caught,Ryder,Kumble,1,2009-04-18,18.0,4.0,2009.0,4.0,0,slow,0,short,1
31,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,T Henderson,b Ryder,11.0,15.0,0.0,0.0,1.0,73.33,normal player,bowled,Ryder,no fielder,0,2009-04-18,18.0,4.0,2009.0,5.0,0,slow,0,short,1
32,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,YK Pathan,c Ryder b Kumble,11.0,14.0,0.0,1.0,0.0,78.57,normal player,caught,Kumble,Ryder,1,2009-04-18,18.0,4.0,2009.0,7.0,0,slow,0,short,1
33,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,AD Mascarenhas,run out (Kohli/†Uthappa),0.0,1.0,0.0,0.0,0.0,0.0,normal player,run out,no bowler,no fielder,0,2009-04-18,18.0,4.0,2009.0,0.0,1,slow,0,short,1
34,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,RA Jadeja,c Kohli b Kumble,11.0,10.0,0.0,0.0,1.0,110.0,normal player,caught,Kumble,Kohli,1,2009-04-18,18.0,4.0,2009.0,5.0,0,medium,0,short,4
35,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,SK Warne,st †Uthappa b Kumble,3.0,9.0,0.0,0.0,0.0,33.33,captain,stumped,Kumble,†Uthappa,1,2009-04-18,18.0,4.0,2009.0,3.0,0,slow,0,short,1
36,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,M Rawat,not out,4.0,7.0,0.0,0.0,0.0,57.14,wicket keeper,not out,no bowler,no fielder,0,2009-04-18,18.0,4.0,2009.0,4.0,0,slow,0,short,1
37,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,MM Patel,c Steyn b Kumble,0.0,2.0,0.0,0.0,0.0,0.0,normal player,caught,Kumble,Steyn,1,2009-04-18,18.0,4.0,2009.0,0.0,1,slow,0,short,1
38,2nd match (D/N),Royal Challengers Bangalore,Rajasthan Royals,Kamran Khan,c †Uthappa b Kumble,3.0,5.0,0.0,0.0,0.0,60.0,normal player,caught,Kumble,†Uthappa,1,2009-04-18,18.0,4.0,2009.0,3.0,0,slow,0,short,1
39,3rd match,Kings XI Punjab,Delhi Daredevils,RS Bopara,lbw b Vettori,22.0,16.0,0.0,0.0,2.0,137.5,normal player,lbw,Vettori,no fielder,0,2009-04-19,19.0,4.0,2009.0,10.0,0,medium,0,short,4
40,3rd match,Kings XI Punjab,Delhi Daredevils,K Goel,c Vettori b Mahesh,38.0,21.0,0.0,3.0,3.0,180.95,normal player,caught,Mahesh,Vettori,1,2009-04-19,19.0,4.0,2009.0,8.0,0,aggressive,0,average,8
41,3rd match,Kings XI Punjab,Delhi Daredevils,Yuvraj Singh,run out (†Karthik/Vettori),16.0,11.0,0.0,0.0,2.0,145.45,captain,run out,no bowler,no fielder,0,2009-04-19,19.0,4.0,2009.0,4.0,0,medium,0,short,4
42,3rd match,Kings XI Punjab,Delhi Daredevils,KC Sangakkara,c Nannes b Vettori,8.0,11.0,0.0,1.0,0.0,72.72,wicket keeper,caught,Vettori,Nannes,1,2009-04-19,19.0,4.0,2009.0,4.0,0,slow,0,short,1
43,3rd match,Kings XI Punjab,Delhi Daredevils,DPMD Jayawardene,c Dilshan b Vettori,6.0,6.0,0.0,1.0,0.0,100.0,normal player,caught,Vettori,Dilshan,1,2009-04-19,19.0,4.0,2009.0,2.0,0,medium,0,short,4
44,3rd match,Kings XI Punjab,Delhi Daredevils,IK Pathan,c Dilshan b Salvi,6.0,7.0,0.0,0.0,0.0,85.71,normal player,caught,Salvi,Dilshan,1,2009-04-19,19.0,4.0,2009.0,6.0,0,slow,0,short,1
45,3rd match,Kings XI Punjab,Delhi Daredevils,PP Chawla,run out (Tiwary),0.0,0.0,0.0,0.0,0.0,0.0,normal player,run out,no bowler,no fielder,0,2009-04-19,19.0,4.0,2009.0,0.0,1,slow,0,short,1
46,3rd match,Kings XI Punjab,Delhi Daredevils,T Kohli,not out,0.0,0.0,0.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2009-04-19,19.0,4.0,2009.0,0.0,0,slow,0,short,1
47,3rd match,Kings XI Punjab,Delhi Daredevils,G Gambhir,not out,15.0,13.0,0.0,2.0,0.0,115.38,normal player,not out,no bowler,no fielder,0,2009-04-19,19.0,4.0,2009.0,7.0,0,medium,0,short,4
48,3rd match,Kings XI Punjab,Delhi Daredevils,V Sehwag,not out,38.0,16.0,0.0,4.0,3.0,237.5,captain,not out,no bowler,no fielder,0,2009-04-19,19.0,4.0,2009.0,4.0,0,aggressive,0,short,7
49,4th match (D/N),Kolkata Knight Riders,Deccan Chargers,BB McCullum,c †Gilchrist b Singh,1.0,3.0,0.0,0.0,0.0,33.33,captain & wicket keeper,caught,Singh,†Gilchrist,1,2009-04-19,19.0,4.0,2009.0,1.0,0,slow,0,short,1
50,4th match (D/N),Kolkata Knight Riders,Deccan Chargers,CH Gayle,c Harmeet Singh b Singh,10.0,12.0,0.0,1.0,1.0,83.33,normal player,caught,Singh,Harmeet Singh,1,2009-04-19,19.0,4.0,2009.0,0.0,0,slow,0,short,1
51,4th match (D/N),Kolkata Knight Riders,Deccan Chargers,SC Ganguly,c Laxman b Harmeet Singh,1.0,12.0,0.0,0.0,0.0,8.33,normal player,caught,Harmeet Singh,Laxman,1,2009-04-19,19.0,4.0,2009.0,1.0,0,slow,0,short,1
52,4th match (D/N),Kolkata Knight Riders,Deccan Chargers,BJ Hodge,c Gibbs b Styris,31.0,34.0,0.0,4.0,0.0,91.17,normal player,caught,Styris,Gibbs,1,2009-04-19,19.0,4.0,2009.0,15.0,0,slow,0,average,2
53,4th match (D/N),Kolkata Knight Riders,Deccan Chargers,A Chopra,st †Gilchrist b Ojha,11.0,19.0,0.0,2.0,0.0,57.89,normal player,stumped,Ojha,b Ojha,1,2009-04-19,19.0,4.0,2009.0,3.0,0,slow,0,short,1
54,4th match (D/N),Kolkata Knight Riders,Deccan Chargers,LR Shukla,st †Gilchrist b Ojha,8.0,6.0,0.0,0.0,1.0,133.33,normal player,stumped,Ojha,b Ojha,1,2009-04-19,19.0,4.0,2009.0,2.0,0,medium,0,short,4
55,4th match (D/N),Kolkata Knight Riders,Deccan Chargers,MC Henriques,c Sharma b Styris,6.0,8.0,0.0,0.0,0.0,75.0,normal player,caught,Styris,Sharma,1,2009-04-19,19.0,4.0,2009.0,6.0,0,slow,0,short,1
56,4th match (D/N),Kolkata Knight Riders,Deccan Chargers,AB Agarkar,run out (Sharma),7.0,3.0,0.0,0.0,1.0,233.33,normal player,run out,no bowler,no fielder,0,2009-04-19,19.0,4.0,2009.0,1.0,0,aggressive,0,short,7
57,4th match (D/N),Kolkata Knight Riders,Deccan Chargers,M Kartik,not out,10.0,10.0,0.0,0.0,0.0,100.0,normal player,not out,no bowler,no fielder,0,2009-04-19,19.0,4.0,2009.0,10.0,0,medium,0,short,4
58,4th match (D/N),Kolkata Knight Riders,Deccan Chargers,I Sharma,b Singh,9.0,9.0,0.0,0.0,1.0,100.0,normal player,bowled,Singh,no fielder,0,2009-04-19,19.0,4.0,2009.0,3.0,0,medium,0,short,4
59,4th match (D/N),Kolkata Knight Riders,Deccan Chargers,AB Dinda,b Singh,2.0,2.0,0.0,0.0,0.0,100.0,normal player,bowled,Singh,no fielder,0,2009-04-19,19.0,4.0,2009.0,2.0,0,medium,0,short,4
60,4th match (D/N),Kolkata Knight Riders,Deccan Chargers,AC Gilchrist,c Henriques b Dinda,13.0,11.0,0.0,2.0,0.0,118.18,captain & wicket keeper,caught,Dinda,Henriques,1,2009-04-19,19.0,4.0,2009.0,5.0,0,medium,0,short,4
61,4th match (D/N),Kolkata Knight Riders,Deccan Chargers,HH Gibbs,not out,43.0,26.0,0.0,5.0,1.0,165.38,normal player,not out,no bowler,no fielder,0,2009-04-19,19.0,4.0,2009.0,17.0,0,aggressive,0,average,8
62,4th match (D/N),Kolkata Knight Riders,Deccan Chargers,VVS Laxman,run out (Shukla/†McCullum),10.0,10.0,0.0,1.0,1.0,100.0,normal player,run out,no bowler,no fielder,0,2009-04-19,19.0,4.0,2009.0,0.0,0,medium,0,short,4
63,4th match (D/N),Kolkata Knight Riders,Deccan Chargers,RG Sharma,not out,36.0,32.0,0.0,3.0,2.0,112.5,normal player,not out,no bowler,no fielder,0,2009-04-19,19.0,4.0,2009.0,12.0,0,medium,0,average,5
64,5th match (D/N),Chennai Super Kings,Royal Challengers Bangalore,PA Patel,b Pietersen,30.0,26.0,41.0,2.0,1.0,115.38,normal player,bowled,Pietersen,no fielder,0,2009-04-20,20.0,4.0,2009.0,16.0,0,medium,0,average,5
65,5th match (D/N),Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,run out (Dravid),65.0,35.0,43.0,9.0,2.0,185.71,normal player,run out,no bowler,no fielder,0,2009-04-20,20.0,4.0,2009.0,17.0,0,aggressive,1,average,8
66,5th match (D/N),Chennai Super Kings,Royal Challengers Bangalore,SK Raina,c Kohli b Kumar,28.0,29.0,31.0,1.0,1.0,96.55,normal player,caught,Kumar,Kohli,1,2009-04-20,20.0,4.0,2009.0,18.0,0,slow,0,average,2
67,5th match (D/N),Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,c Bishnoi b Kumar,16.0,14.0,17.0,0.0,1.0,114.28,captain & wicket keeper,caught,Kumar,Bishnoi,1,2009-04-20,20.0,4.0,2009.0,10.0,0,medium,0,short,4
68,5th match (D/N),Chennai Super Kings,Royal Challengers Bangalore,A Flintoff,not out,22.0,13.0,18.0,2.0,1.0,169.23,normal player,not out,no bowler,no fielder,0,2009-04-20,20.0,4.0,2009.0,8.0,0,aggressive,0,short,7
69,5th match (D/N),Chennai Super Kings,Royal Challengers Bangalore,JA Morkel,b Steyn,5.0,3.0,5.0,1.0,0.0,166.66,normal player,bowled,Steyn,no fielder,0,2009-04-20,20.0,4.0,2009.0,1.0,0,aggressive,0,short,7
70,5th match (D/N),Chennai Super Kings,Royal Challengers Bangalore,P Kumar,b Gony,0.0,3.0,1.0,0.0,0.0,0.0,normal player,bowled,Gony,no fielder,0,2009-04-20,20.0,4.0,2009.0,0.0,1,slow,0,short,1
71,5th match (D/N),Chennai Super Kings,Royal Challengers Bangalore,RV Uthappa,st †Dhoni b Muralitharan,20.0,19.0,38.0,2.0,0.0,105.26,wicket keeper,stumped,Muralitharan,†Dhoni,1,2009-04-20,20.0,4.0,2009.0,12.0,0,medium,0,short,4
72,5th match (D/N),Chennai Super Kings,Royal Challengers Bangalore,JH Kallis,lbw b Morkel,24.0,19.0,22.0,5.0,0.0,126.31,normal player,lbw,Morkel,no fielder,0,2009-04-20,20.0,4.0,2009.0,4.0,0,medium,0,short,4
73,5th match (D/N),Chennai Super Kings,Royal Challengers Bangalore,LRPL Taylor,c & b Flintoff,1.0,4.0,8.0,0.0,0.0,25.0,normal player,caught,Flintoff,Flintoff,1,2009-04-20,20.0,4.0,2009.0,1.0,0,slow,0,short,1
74,5th match (D/N),Chennai Super Kings,Royal Challengers Bangalore,KP Pietersen,lbw b Muralitharan,0.0,1.0,3.0,0.0,0.0,0.0,captain,lbw,Muralitharan,no fielder,0,2009-04-20,20.0,4.0,2009.0,0.0,1,slow,0,short,1
75,5th match (D/N),Chennai Super Kings,Royal Challengers Bangalore,R Dravid,c Flintoff b Balaji,20.0,18.0,35.0,2.0,0.0,111.11,normal player,caught,Balaji,Flintoff,1,2009-04-20,20.0,4.0,2009.0,12.0,0,medium,0,short,4
76,5th match (D/N),Chennai Super Kings,Royal Challengers Bangalore,V Kohli,c Badrinath b Joginder Sharma,11.0,13.0,12.0,0.0,1.0,84.61,normal player,caught,Joginder Sharma,Badrinath,1,2009-04-20,20.0,4.0,2009.0,5.0,0,slow,0,short,1
77,5th match (D/N),Chennai Super Kings,Royal Challengers Bangalore,R Bishnoi,c Balaji b Muralitharan,0.0,1.0,2.0,0.0,0.0,0.0,normal player,caught,Muralitharan,Balaji,1,2009-04-20,20.0,4.0,2009.0,0.0,1,slow,0,short,1
78,5th match (D/N),Chennai Super Kings,Royal Challengers Bangalore,R Vinay Kumar,c Hayden b Balaji,5.0,6.0,5.0,0.0,0.0,83.33,normal player,caught,Balaji,Hayden,1,2009-04-20,20.0,4.0,2009.0,5.0,0,slow,0,short,1
79,5th match (D/N),Chennai Super Kings,Royal Challengers Bangalore,DW Steyn,run out (Raina/†Dhoni),0.0,3.0,0.0,0.0,0.0,0.0,normal player,run out,no bowler,no fielder,0,2009-04-20,20.0,4.0,2009.0,0.0,1,slow,0,short,1
80,5th match (D/N),Chennai Super Kings,Royal Challengers Bangalore,A Kumble,not out,1.0,5.0,8.0,0.0,0.0,20.0,normal player,not out,no bowler,no fielder,0,2009-04-20,20.0,4.0,2009.0,1.0,0,slow,0,short,1
81,6th match,Kings XI Punjab,Kolkata Knight Riders,RS Bopara,c †McCullum b Ganguly,15.0,15.0,0.0,2.0,0.0,100.0,normal player,caught,Ganguly,†McCullum,1,2009-04-21,21.0,4.0,2009.0,7.0,0,medium,0,short,4
82,6th match,Kings XI Punjab,Kolkata Knight Riders,K Goel,c Gayle b Sharma,0.0,7.0,0.0,0.0,0.0,0.0,normal player,caught,Sharma,Gayle,1,2009-04-21,21.0,4.0,2009.0,0.0,1,slow,0,short,1
83,6th match,Kings XI Punjab,Kolkata Knight Riders,IK Pathan,c Kartik b Ganguly,32.0,17.0,0.0,5.0,1.0,188.23,normal player,caught,Ganguly,Kartik,1,2009-04-21,21.0,4.0,2009.0,6.0,0,aggressive,0,short,7
84,6th match,Kings XI Punjab,Kolkata Knight Riders,KC Sangakkara,run out (Chopra/†McCullum),26.0,24.0,0.0,2.0,0.0,108.33,wicket keeper,run out,no bowler,no fielder,0,2009-04-21,21.0,4.0,2009.0,18.0,0,medium,0,average,5
85,6th match,Kings XI Punjab,Kolkata Knight Riders,Yuvraj Singh,c Yashpal Singh b Henriques,38.0,28.0,0.0,3.0,2.0,135.71,captain,caught,Henriques,Yashpal Singh,1,2009-04-21,21.0,4.0,2009.0,14.0,0,medium,0,average,5
86,6th match,Kings XI Punjab,Kolkata Knight Riders,DPMD Jayawardene,not out,31.0,19.0,0.0,3.0,1.0,163.15,normal player,not out,no bowler,no fielder,0,2009-04-21,21.0,4.0,2009.0,13.0,0,aggressive,0,short,7
87,6th match,Kings XI Punjab,Kolkata Knight Riders,T Kohli,c †McCullum b Dinda,1.0,4.0,0.0,0.0,0.0,25.0,normal player,caught,Dinda,†McCullum,1,2009-04-21,21.0,4.0,2009.0,1.0,0,slow,0,short,1
88,6th match,Kings XI Punjab,Kolkata Knight Riders,PP Chawla,not out,3.0,6.0,0.0,0.0,0.0,50.0,normal player,not out,no bowler,no fielder,0,2009-04-21,21.0,4.0,2009.0,3.0,0,slow,0,short,1
89,6th match,Kings XI Punjab,Kolkata Knight Riders,BB McCullum,c †Sangakkara b Malik,21.0,16.0,0.0,1.0,2.0,131.25,captain & wicket keeper,caught,Malik,†Sangakkara,1,2009-04-21,21.0,4.0,2009.0,5.0,0,medium,0,short,4
90,6th match,Kings XI Punjab,Kolkata Knight Riders,CH Gayle,not out,44.0,26.0,0.0,2.0,4.0,169.23,normal player,not out,no bowler,no fielder,0,2009-04-21,21.0,4.0,2009.0,12.0,0,aggressive,0,average,8
91,6th match,Kings XI Punjab,Kolkata Knight Riders,BJ Hodge,not out,10.0,14.0,0.0,0.0,0.0,71.42,normal player,not out,no bowler,no fielder,0,2009-04-21,21.0,4.0,2009.0,10.0,0,slow,0,short,1
92,8th match (D/N),Deccan Chargers,Royal Challengers Bangalore,AC Gilchrist,c Kohli b Pietersen,71.0,45.0,0.0,6.0,5.0,157.77,captain & wicket keeper,caught,Pietersen,Kohli,1,2009-04-22,22.0,4.0,2009.0,17.0,0,aggressive,1,average,8
93,8th match (D/N),Deccan Chargers,Royal Challengers Bangalore,HH Gibbs,lbw b Kumar,13.0,7.0,0.0,1.0,1.0,185.71,normal player,lbw,Kumar,no fielder,0,2009-04-22,22.0,4.0,2009.0,3.0,0,aggressive,0,short,7
94,8th match (D/N),Deccan Chargers,Royal Challengers Bangalore,VVS Laxman,c Steyn b Ryder,5.0,10.0,0.0,0.0,0.0,50.0,normal player,caught,Ryder,Steyn,1,2009-04-22,22.0,4.0,2009.0,5.0,0,slow,0,short,1
95,8th match (D/N),Deccan Chargers,Royal Challengers Bangalore,RG Sharma,c Pietersen b Steyn,52.0,30.0,0.0,1.0,5.0,173.33,normal player,caught,Steyn,Pietersen,1,2009-04-22,22.0,4.0,2009.0,18.0,0,aggressive,1,average,8
96,8th match (D/N),Deccan Chargers,Royal Challengers Bangalore,SB Styris,c Kumar b Pietersen,14.0,8.0,0.0,0.0,1.0,175.0,normal player,caught,Pietersen,Kumar,1,2009-04-22,22.0,4.0,2009.0,8.0,0,aggressive,0,short,7
97,8th match (D/N),Deccan Chargers,Royal Challengers Bangalore,Y Venugopal Rao,run out (Sharma/†Uthappa),9.0,13.0,0.0,0.0,0.0,69.23,normal player,run out,no bowler,no fielder,0,2009-04-22,22.0,4.0,2009.0,9.0,0,slow,0,short,1
98,8th match (D/N),Deccan Chargers,Royal Challengers Bangalore,DB Ravi Teja,not out,8.0,5.0,0.0,1.0,0.0,160.0,normal player,not out,no bowler,no fielder,0,2009-04-22,22.0,4.0,2009.0,4.0,0,aggressive,0,short,7
99,8th match (D/N),Deccan Chargers,Royal Challengers Bangalore,FH Edwards,not out,3.0,2.0,0.0,0.0,0.0,150.0,normal player,not out,no bowler,no fielder,0,2009-04-22,22.0,4.0,2009.0,3.0,0,aggressive,0,short,7
100,8th match (D/N),Deccan Chargers,Royal Challengers Bangalore,JD Ryder,b Edwards,0.0,1.0,0.0,0.0,0.0,0.0,normal player,bowled,Edwards,no fielder,0,2009-04-22,22.0,4.0,2009.0,0.0,1,slow,0,short,1
101,8th match (D/N),Deccan Chargers,Royal Challengers Bangalore,RV Uthappa,c Ravi Teja b Styris,12.0,19.0,0.0,1.0,0.0,63.15,wicket keeper,caught,Styris,Ravi Teja,1,2009-04-22,22.0,4.0,2009.0,8.0,0,slow,0,short,1
102,8th match (D/N),Deccan Chargers,Royal Challengers Bangalore,JH Kallis,c Sharma b Singh,15.0,14.0,0.0,3.0,0.0,107.14,normal player,caught,Singh,Sharma,1,2009-04-22,22.0,4.0,2009.0,3.0,0,medium,0,short,4
103,8th match (D/N),Deccan Chargers,Royal Challengers Bangalore,KP Pietersen,st †Gilchrist b Ojha,11.0,15.0,0.0,1.0,0.0,73.33,captain,stumped,Ojha,b Ojha,1,2009-04-22,22.0,4.0,2009.0,7.0,0,slow,0,short,1
104,8th match (D/N),Deccan Chargers,Royal Challengers Bangalore,R Dravid,c Venugopal Rao b Styris,48.0,27.0,0.0,5.0,2.0,177.77,normal player,caught,Styris,Venugopal Rao,1,2009-04-22,22.0,4.0,2009.0,16.0,0,aggressive,0,average,8
105,8th match (D/N),Deccan Chargers,Royal Challengers Bangalore,V Kohli,c Gibbs b Singh,50.0,32.0,0.0,7.0,0.0,156.25,normal player,caught,Singh,Gibbs,1,2009-04-22,22.0,4.0,2009.0,22.0,0,aggressive,1,average,8
106,8th match (D/N),Deccan Chargers,Royal Challengers Bangalore,R Bishnoi,run out (†Gilchrist/Harmeet Singh),1.0,2.0,0.0,0.0,0.0,50.0,normal player,run out,no bowler,no fielder,0,2009-04-22,22.0,4.0,2009.0,1.0,0,slow,0,short,1
107,8th match (D/N),Deccan Chargers,Royal Challengers Bangalore,KV Sharma,c †Gilchrist b Styris,1.0,3.0,0.0,0.0,0.0,33.33,normal player,caught,Styris,†Gilchrist,1,2009-04-22,22.0,4.0,2009.0,1.0,0,slow,0,short,1
108,8th match (D/N),Deccan Chargers,Royal Challengers Bangalore,P Kumar,not out,14.0,6.0,0.0,0.0,2.0,233.33,normal player,not out,no bowler,no fielder,0,2009-04-22,22.0,4.0,2009.0,2.0,0,aggressive,0,short,7
